"point_of_sale_id","super_catalog_id","unidades_pedidas","precio_minimo"
1409,"7502009742774",1.000,82.950
1477,"7502009742774",33.000,82.625
1588,"7502009742774",3.000,91.800
1590,"7502009742774",12.000,91.800
1601,"7502009742774",1.000,83.470
1616,"7502009742774",17.000,78.000
1650,"7502009742774",20.000,81.155
1692,"7502009742774",140.000,76.420
1696,"7502009742774",3.000,91.800
1729,"7502009742774",2.000,82.625
1750,"7502009742774",3.000,82.670
2063,"7502009742774",1.000,83.190
2074,"7502009742774",2.000,91.800
2076,"7502009742774",1.000,91.800
2119,"7502009742774",10.000,81.060
2136,"7502009742774",4.000,81.060
2138,"7502009742774",8.000,91.800
2150,"7502009742774",120.000,74.840
2241,"7502009742774",2.000,96.390
2269,"7502009742774",1.000,81.060
2331,"7502009742774",24.000,76.500
1238,"7502009742781",3.000,79.480
1291,"7502009742781",15.000,71.661
1366,"7502009742781",20.000,87.210
1477,"7502009742781",7.000,91.800
1575,"7502009742781",1.000,71.661
1576,"7502009742781",2.000,70.820
1577,"7502009742781",4.000,70.820
1588,"7502009742781",1.000,70.818
1601,"7502009742781",2.000,72.720
1650,"7502009742781",10.000,70.814
1692,"7502009742781",50.000,72.000
1729,"7502009742781",5.000,71.661
1741,"7502009742781",2.000,70.820
2063,"7502009742781",2.000,72.860
2074,"7502009742781",1.000,72.720
2136,"7502009742781",3.000,70.820
2139,"7502009742781",3.000,72.720
2150,"7502009742781",70.000,67.030
2274,"7502009742781",10.000,72.570
1102,"7502009742798",5.000,8.000
1182,"7502009742798",10.000,4.970
1224,"7502009742798",3.000,9.300
1291,"7502009742798",10.000,7.306
1415,"7502009742798",1.000,10.834
1477,"7502009742798",3.000,16.200
1575,"7502009742798",4.000,7.310
1601,"7502009742798",1.000,6.000
1616,"7502009742798",10.000,14.870
1692,"7502009742798",120.000,7.053
1741,"7502009742798",4.000,16.890
1749,"7502009742798",4.000,16.200
1750,"7502009742798",1.000,16.890
2096,"7502009742798",20.000,3.500
2097,"7502009742798",30.000,15.260
2136,"7502009742798",2.000,7.310
2331,"7502009742798",3.000,7.306
724,"7502009742828",5.000,9.580
725,"7502009742828",3.000,9.580
1170,"7502009742828",30.000,8.890
1182,"7502009742828",90.000,2.280
1238,"7502009742828",4.000,9.410
1409,"7502009742828",1.000,10.160
1575,"7502009742828",4.000,8.855
1577,"7502009742828",2.000,9.420
1589,"7502009742828",5.000,28.200
1601,"7502009742828",33.000,9.580
1650,"7502009742828",50.000,9.880
1692,"7502009742828",610.000,8.880
1741,"7502009742828",10.000,10.890
1748,"7502009742828",14.000,9.420
1749,"7502009742828",8.000,9.420
1750,"7502009742828",2.000,9.420
2063,"7502009742828",29.000,9.800
2076,"7502009742828",10.000,9.580
2119,"7502009742828",23.000,9.420
2135,"7502009742828",1.000,9.412
2136,"7502009742828",18.000,9.420
2150,"7502009742828",380.000,8.760
1748,"7502009743511",1.000,36.540
2063,"7502009743511",2.000,26.590
2078,"7502009743511",11.000,26.469
2096,"7502009743511",30.000,24.460
2097,"7502009743511",210.000,24.460
2150,"7502009743511",70.000,24.740
2220,"7502009743511",20.000,25.000
1265,"7502009743597",240.000,24.600
1477,"7502009743597",10.000,21.560
1572,"7502009743597",10.000,21.180
1589,"7502009743597",5.000,33.600
1590,"7502009743597",9.000,33.600
1692,"7502009743597",600.000,21.690
1710,"7502009743597",80.000,21.560
1741,"7502009743597",8.000,27.000
2013,"7502009743597",101.000,31.250
2136,"7502009743597",8.000,21.180
2138,"7502009743597",8.000,33.600
2139,"7502009743597",2.000,33.600
2150,"7502009743597",200.000,19.570
2274,"7502009743597",10.000,34.730
2343,"7502009743597",5.000,21.690
721,"7502009743627",2.000,31.040
1501,"7502009743627",1.000,31.290
1824,"7502009743627",4.000,29.020
2074,"7502009743627",1.000,31.040
2119,"7502009743627",4.000,30.490
2150,"7502009743627",320.000,28.170
2314,"7502009743627",20.000,30.320
1170,"7502009743832",1.000,29.650
1320,"7502009743832",5.000,29.740
1692,"7502009743832",20.000,24.190
1729,"7502009743832",40.000,24.690
2087,"7502009743832",5.000,31.500
2096,"7502009743832",130.000,23.340
2097,"7502009743832",135.000,27.390
1097,"7502009743856",1.000,37.050
1114,"7502009743856",3.000,39.000
1170,"7502009743856",1.000,36.270
1182,"7502009743856",20.000,37.190
1183,"7502009743856",13.000,40.310
1238,"7502009743856",42.000,38.240
1265,"7502009743856",240.000,35.420
1291,"7502009743856",65.000,7.370
1409,"7502009743856",2.000,39.160
1415,"7502009743856",1.000,42.377
1421,"7502009743856",1.000,41.590
1448,"7502009743856",6.000,37.440
1568,"7502009743856",5.000,37.440
1572,"7502009743856",2.000,38.240
1575,"7502009743856",2.000,39.000
1577,"7502009743856",2.000,38.240
1588,"7502009743856",2.000,39.000
1589,"7502009743856",2.000,39.000
1590,"7502009743856",4.000,39.000
1599,"7502009743856",2.000,56.820
1601,"7502009743856",2.000,40.480
1616,"7502009743856",14.000,39.000
1692,"7502009743856",120.000,34.630
1710,"7502009743856",35.000,35.860
1720,"7502009743856",1.000,56.820
1729,"7502009743856",20.000,7.370
1788,"7502009743856",25.000,39.000
1824,"7502009743856",1.000,34.940
2013,"7502009743856",100.000,35.260
2063,"7502009743856",5.000,39.000
2075,"7502009743856",5.000,42.040
2078,"7502009743856",5.000,40.310
2096,"7502009743856",100.000,34.430
2119,"7502009743856",5.000,38.240
2138,"7502009743856",2.000,39.000
2139,"7502009743856",1.000,39.000
2150,"7502009743856",84.000,35.420
2269,"7502009743856",2.000,39.000
2274,"7502009743856",11.000,37.440
2277,"7502009743856",3.000,40.480
2331,"7502009743856",18.000,35.860
2343,"7502009743856",10.000,36.190
2150,"7502009743863",100.000,10.760
1696,"7502009743948",2.000,43.800
2075,"7502009743948",2.000,30.870
2096,"7502009743948",10.000,24.270
2097,"7502009743948",45.000,24.490
2119,"7502009743948",3.000,25.770
1572,"7502009743986",1.000,40.800
1590,"7502009743986",4.000,40.800
1610,"7502009743986",11.000,44.000
2150,"7502009743986",170.000,10.000
2220,"7502009743986",90.000,21.670
1291,"7502009743993",5.000,44.104
1616,"7502009743993",1.000,29.880
2078,"7502009743993",3.000,44.104
2089,"7502009743993",3.000,48.380
2096,"7502009743993",10.000,40.940
1170,"7502009744013",28.000,19.319
1238,"7502009744013",10.000,20.001
1366,"7502009744013",30.000,20.001
1409,"7502009744013",2.000,20.000
1415,"7502009744013",1.000,23.112
1448,"7502009744013",54.000,20.000
1477,"7502009744013",20.000,22.200
1501,"7502009744013",30.000,21.590
1527,"7502009744013",10.000,21.800
1572,"7502009744013",4.000,20.000
1576,"7502009744013",2.000,20.000
1577,"7502009744013",7.000,20.000
1588,"7502009744013",7.000,30.600
1589,"7502009744013",17.000,24.090
1590,"7502009744013",42.000,24.090
1601,"7502009744013",16.000,20.360
1616,"7502009744013",126.000,19.560
1650,"7502009744013",75.000,20.490
1692,"7502009744013",300.000,20.000
1696,"7502009744013",5.000,30.600
1720,"7502009744013",1.000,24.090
1741,"7502009744013",60.000,20.490
1748,"7502009744013",10.000,21.860
1749,"7502009744013",20.000,21.590
1750,"7502009744013",28.000,20.490
1824,"7502009744013",85.000,19.040
2063,"7502009744013",24.000,20.240
2076,"7502009744013",2.000,20.360
2119,"7502009744013",4.000,20.000
2136,"7502009744013",24.000,20.000
2150,"7502009744013",840.000,18.620
2176,"7502009744013",2.000,20.360
2277,"7502009744013",8.000,20.360
2320,"7502009744013",8.000,20.000
2340,"7502009744013",4.000,20.000
1692,"7502009744051",10.000,104.270
2097,"7502009744051",30.000,95.930
1170,"7502009744082",1.000,40.929
1182,"7502009744082",5.000,42.374
1238,"7502009744082",1.000,42.370
1291,"7502009744082",3.000,42.370
1616,"7502009744082",11.000,39.020
1650,"7502009744082",30.000,42.390
1692,"7502009744082",32.000,39.410
1729,"7502009744082",36.000,39.020
2063,"7502009744082",2.000,48.770
2087,"7502009744082",2.000,44.380
2138,"7502009744082",1.000,39.020
2150,"7502009744082",54.000,37.020
2331,"7502009744082",2.000,39.440
1182,"7502009744105",10.000,18.300
1238,"7502009744105",1.000,20.117
1477,"7502009744105",5.000,21.315
1601,"7502009744105",1.000,17.400
1741,"7502009744105",5.000,22.800
1749,"7502009744105",1.000,22.800
1788,"7502009744105",10.000,18.610
2078,"7502009744105",5.000,19.140
2136,"7502009744105",2.000,18.300
2150,"7502009744105",120.000,15.490
2338,"7502009744105",3.000,18.090
1102,"7502009744129",2.000,19.340
1170,"7502009744129",2.000,19.390
1238,"7502009744129",28.000,19.390
1265,"7502009744129",120.000,31.750
1283,"7502009744129",9.000,36.540
1291,"7502009744129",80.000,35.350
1448,"7502009744129",10.000,18.990
1588,"7502009744129",1.000,34.800
1590,"7502009744129",1.000,34.800
1601,"7502009744129",2.000,36.540
1616,"7502009744129",28.000,15.320
1692,"7502009744129",360.000,16.070
1749,"7502009744129",5.000,9.690
1788,"7502009744129",35.000,22.470
1824,"7502009744129",75.000,19.360
2063,"7502009744129",7.000,17.090
2076,"7502009744129",1.000,34.800
2136,"7502009744129",6.000,13.500
2138,"7502009744129",5.000,13.500
2150,"7502009744129",400.000,13.000
2240,"7502009744129",2.000,36.540
1170,"7502009744136",2.000,3.409
1409,"7502009744136",1.000,3.620
1590,"7502009744136",7.000,33.000
1616,"7502009744136",32.000,3.390
1710,"7502009744136",30.000,3.450
2096,"7502009744136",130.000,3.260
2119,"7502009744136",1.000,3.530
2150,"7502009744136",600.000,3.290
2274,"7502009744136",5.000,3.600
2220,"7502009744297",20.000,34.390
1238,"7502009744327",1.000,92.610
1291,"7502009744327",10.000,86.480
1320,"7502009744327",5.000,84.690
1325,"7502009744327",4.000,84.690
1415,"7502009744327",1.000,95.560
1477,"7502009744327",12.000,88.200
1588,"7502009744327",1.000,88.200
1589,"7502009744327",2.000,88.200
1616,"7502009744327",2.000,88.200
1692,"7502009744327",20.000,78.330
1749,"7502009744327",1.000,88.200
1750,"7502009744327",6.000,79.640
2139,"7502009744327",1.000,88.200
2150,"7502009744327",105.000,80.122
2150,"7502009744334",100.000,25.730
1601,"7502009744341",6.000,47.600
1616,"7502009744341",7.000,42.990
2076,"7502009744341",2.000,42.990
2147,"7502009744341",1.000,51.360
1097,"7502009744358",2.000,29.070
1170,"7502009744358",3.000,19.319
1192,"7502009744358",4.000,20.400
1224,"7502009744358",2.000,20.360
1238,"7502009744358",1.000,20.000
1320,"7502009744358",5.000,20.400
1501,"7502009744358",5.000,21.590
1577,"7502009744358",1.000,20.000
1588,"7502009744358",1.000,30.600
1590,"7502009744358",3.000,30.600
1601,"7502009744358",6.000,20.360
1610,"7502009744358",5.000,25.840
1616,"7502009744358",5.000,19.560
1692,"7502009744358",550.000,20.400
1710,"7502009744358",30.000,17.340
1720,"7502009744358",4.000,20.000
1748,"7502009744358",10.000,19.400
1749,"7502009744358",5.000,19.400
1750,"7502009744358",5.000,19.400
2076,"7502009744358",2.000,30.600
2119,"7502009744358",18.000,20.360
2138,"7502009744358",5.000,20.360
2150,"7502009744358",400.000,18.620
2220,"7502009744365",260.000,6.490
1501,"7502009744426",5.000,39.690
1692,"7502009744426",30.000,22.000
1741,"7502009744426",2.000,32.640
1748,"7502009744426",1.000,32.640
1750,"7502009744426",2.000,32.640
2096,"7502009744426",40.000,28.310
2139,"7502009744426",1.000,37.800
2150,"7502009744426",210.000,29.090
1113,"7502009744433",10.000,31.250
1182,"7502009744433",15.000,26.580
1366,"7502009744433",10.000,50.160
1415,"7502009744433",1.000,34.696
1527,"7502009744433",1.000,33.000
1576,"7502009744433",1.000,29.410
1589,"7502009744433",1.000,52.800
1601,"7502009744433",2.000,33.230
1616,"7502009744433",8.000,28.910
1710,"7502009744433",20.000,28.040
1741,"7502009744433",4.000,32.090
1748,"7502009744433",2.000,32.090
1750,"7502009744433",6.000,32.090
2074,"7502009744433",1.000,52.800
2119,"7502009744433",5.000,31.250
2138,"7502009744433",3.000,52.800
2150,"7502009744433",70.000,27.170
2154,"7502009744433",2.000,29.413
2243,"7502009744433",1.000,55.440
2269,"7502009744433",2.000,29.413
1238,"7502009744440",6.000,64.290
1409,"7502009744440",1.000,59.790
1448,"7502009744440",2.000,61.200
1477,"7502009744440",3.000,61.200
1589,"7502009744440",1.000,61.200
1601,"7502009744440",11.000,55.201
1616,"7502009744440",1.000,56.380
1650,"7502009744440",1.000,56.590
1692,"7502009744440",70.000,52.340
1710,"7502009744440",5.000,56.190
1741,"7502009744440",3.000,61.200
1749,"7502009744440",2.000,56.590
1788,"7502009744440",15.000,56.020
2076,"7502009744440",1.000,56.190
2078,"7502009744440",5.000,60.230
2096,"7502009744440",10.000,52.340
2097,"7502009744440",30.000,53.690
2119,"7502009744440",1.000,56.380
2139,"7502009744440",1.000,81.820
2150,"7502009744440",80.000,53.310
2154,"7502009744440",1.000,81.820
2269,"7502009744440",1.000,81.820
2338,"7502009744440",1.000,59.770
1448,"7502009744457",6.000,4.040
1527,"7502009744457",5.000,4.500
1599,"7502009744457",2.000,16.800
1710,"7502009744457",25.000,3.200
2096,"7502009744457",210.000,4.990
2097,"7502009744457",50.000,4.380
2150,"7502009744457",100.000,3.290
2220,"7502009744457",380.000,1.460
1710,"7502009744556",35.000,7.340
1729,"7502009744556",15.000,7.510
2138,"7502009744556",8.000,7.510
2139,"7502009744556",2.000,7.510
2220,"7502009744556",200.000,4.890
1366,"7502009744563",30.000,76.950
1710,"7502009744563",30.000,23.210
2138,"7502009744563",1.000,31.160
2139,"7502009744563",2.000,31.160
2150,"7502009744563",40.000,5.040
2220,"7502009744563",100.000,13.890
724,"7502009744570",4.000,72.740
1097,"7502009744570",2.000,37.040
1102,"7502009744570",1.000,30.610
1291,"7502009744570",10.000,72.740
1320,"7502009744570",30.000,31.120
1477,"7502009744570",2.000,72.340
1527,"7502009744570",1.000,72.740
1589,"7502009744570",4.000,72.740
1616,"7502009744570",1.000,77.400
1692,"7502009744570",120.000,28.790
2078,"7502009744570",5.000,72.740
2097,"7502009744570",77.000,34.570
2119,"7502009744570",1.000,72.740
2150,"7502009744570",51.000,35.037
2220,"7502009744570",110.000,42.000
2331,"7502009744570",1.000,57.330
1616,"7502009744587",3.000,124.690
2076,"7502009744587",1.000,124.690
2119,"7502009744587",1.000,124.690
2150,"7502009744587",60.000,111.340
2220,"7502009744587",20.000,114.290
1366,"7502009744594",50.000,20.001
1478,"7502009744594",15.000,20.400
1710,"7502009744594",35.000,15.380
2138,"7502009744594",5.000,20.360
2139,"7502009744594",8.000,62.400
2150,"7502009744594",100.000,18.480
2154,"7502009744594",4.000,62.400
1291,"7502009744839",5.000,59.780
1588,"7502009744839",3.000,76.200
1616,"7502009744839",1.000,60.840
1692,"7502009744839",60.000,61.210
1696,"7502009744839",2.000,76.200
2075,"7502009744839",1.000,63.600
2138,"7502009744839",3.000,60.840
2150,"7502009744839",130.000,55.220
2220,"7502009744839",130.000,37.300
1182,"7502009744853",10.000,76.200
1183,"7502009744853",1.000,78.750
1192,"7502009744853",8.000,76.510
1445,"7502009744853",2.000,80.010
1590,"7502009744853",2.000,76.200
1616,"7502009744853",7.000,76.200
1692,"7502009744853",60.000,67.670
2076,"7502009744853",2.000,76.200
2097,"7502009744853",20.000,67.270
2119,"7502009744853",7.000,76.510
2138,"7502009744853",2.000,76.200
2150,"7502009744853",110.000,69.520
2220,"7502009744853",240.000,67.201
2338,"7502009744853",2.000,77.420
2339,"7502009744853",2.000,77.420
1170,"7502009744877",7.000,22.220
1183,"7502009744877",12.000,23.097
1238,"7502009744877",1.000,23.097
1278,"7502009744877",1.000,30.380
1448,"7502009744877",10.000,21.790
1710,"7502009744877",55.000,13.920
1741,"7502009744877",5.000,23.490
1749,"7502009744877",3.000,23.530
2138,"7502009744877",12.000,29.400
2139,"7502009744877",4.000,29.400
2150,"7502009744877",270.000,11.960
722,"7502009744884",4.000,9.800
1114,"7502009744884",3.000,29.400
1170,"7502009744884",1.000,22.501
1183,"7502009744884",12.000,30.380
1238,"7502009744884",5.000,30.870
1291,"7502009744884",20.000,22.750
1501,"7502009744884",2.000,24.590
1588,"7502009744884",1.000,29.400
1589,"7502009744884",2.000,29.400
1590,"7502009744884",1.000,29.400
1601,"7502009744884",6.000,30.870
1616,"7502009744884",4.000,9.800
1692,"7502009744884",180.000,9.800
1788,"7502009744884",40.000,22.390
1824,"7502009744884",6.000,21.950
2063,"7502009744884",1.000,29.400
2075,"7502009744884",3.000,24.700
2096,"7502009744884",10.000,21.720
2097,"7502009744884",97.000,21.720
2119,"7502009744884",3.000,23.300
2138,"7502009744884",2.000,29.400
2139,"7502009744884",2.000,29.400
2150,"7502009744884",380.000,21.300
2269,"7502009744884",2.000,23.292
1415,"7502009744891",2.000,60.480
1448,"7502009744891",10.000,58.210
1589,"7502009744891",1.000,58.210
1599,"7502009744891",1.000,58.210
1692,"7502009744891",30.000,60.250
1710,"7502009744891",1.000,53.170
1788,"7502009744891",21.000,50.560
2096,"7502009744891",45.000,53.180
2097,"7502009744891",15.000,48.910
2119,"7502009744891",5.000,56.950
2150,"7502009744891",20.000,32.740
2269,"7502009744891",2.000,58.210
2277,"7502009744891",1.000,56.950
1291,"7502009744907",10.000,34.942
1325,"7502009744907",5.000,75.600
1409,"7502009744907",1.000,79.380
1448,"7502009744907",8.000,39.680
1477,"7502009744907",2.000,75.600
1601,"7502009744907",14.000,35.930
1616,"7502009744907",18.000,35.930
1741,"7502009744907",2.000,75.600
1748,"7502009744907",1.000,75.600
1788,"7502009744907",35.000,35.930
2063,"7502009744907",6.000,75.600
2076,"7502009744907",1.000,35.930
2119,"7502009744907",2.000,35.310
2138,"7502009744907",3.000,75.600
2139,"7502009744907",2.000,75.600
2150,"7502009744907",70.000,32.610
2154,"7502009744907",2.000,75.600
2269,"7502009744907",2.000,75.600
1328,"7502009744914",9.000,7.140
1366,"7502009744914",20.000,21.090
1710,"7502009744914",55.000,5.020
2096,"7502009744914",30.000,5.900
2154,"7502009744914",10.000,22.200
2220,"7502009744914",340.000,3.550
2269,"7502009744914",10.000,22.200
1588,"7502009744938",1.000,53.400
1590,"7502009744938",1.000,53.400
1692,"7502009744938",20.000,31.380
2119,"7502009744938",1.000,55.190
2136,"7502009744938",1.000,34.120
2150,"7502009744938",165.000,18.096
1192,"7502009744945",1.000,56.770
1588,"7502009744945",6.000,94.800
1589,"7502009744945",2.000,94.800
1590,"7502009744945",2.000,54.994
1692,"7502009744945",50.000,32.550
2097,"7502009744945",100.000,51.520
2119,"7502009744945",13.000,54.980
2138,"7502009744945",6.000,94.800
2139,"7502009744945",3.000,94.800
2150,"7502009744945",180.000,37.978
1097,"7502009744969",4.000,35.910
1283,"7502009744969",3.000,39.690
1291,"7502009744969",40.000,21.170
1366,"7502009744969",50.000,21.177
1445,"7502009744969",2.000,21.170
1527,"7502009744969",1.000,23.810
1616,"7502009744969",22.000,20.410
1692,"7502009744969",100.000,19.980
1741,"7502009744969",2.000,27.530
2150,"7502009744969",230.000,19.570
1415,"7502009744976",1.000,49.410
1422,"7502009744976",1.000,43.080
1601,"7502009744976",2.000,47.330
1616,"7502009744976",1.000,52.250
1692,"7502009744976",180.000,40.530
1720,"7502009744976",3.000,46.490
2150,"7502009744976",140.000,42.460
1170,"7502009745010",13.000,38.762
1238,"7502009745010",12.000,40.130
1501,"7502009745010",8.000,41.990
1527,"7502009745010",5.000,50.500
1572,"7502009745010",7.000,40.130
1575,"7502009745010",4.000,40.130
1576,"7502009745010",2.000,40.130
1588,"7502009745010",4.000,63.600
1589,"7502009745010",1.000,63.600
1650,"7502009745010",30.000,39.890
1741,"7502009745010",20.000,48.920
2074,"7502009745010",5.000,41.720
2075,"7502009745010",3.000,44.180
2076,"7502009745010",2.000,41.720
2136,"7502009745010",9.000,40.130
2139,"7502009745010",5.000,41.720
2147,"7502009745010",1.000,40.130
2150,"7502009745010",660.000,37.660
2176,"7502009745010",4.000,41.720
2314,"7502009745010",20.000,43.280
722,"7502009745027",4.000,53.890
1098,"7502009745027",1.000,56.400
1170,"7502009745027",3.000,51.138
1182,"7502009745027",10.000,51.490
1224,"7502009745027",4.000,53.890
1238,"7502009745027",5.000,54.220
1265,"7502009745027",240.000,49.740
1278,"7502009745027",3.000,58.290
1291,"7502009745027",20.000,52.940
1320,"7502009745027",5.000,54.000
1328,"7502009745027",4.000,53.890
1366,"7502009745027",20.000,52.943
1415,"7502009745027",1.000,61.307
1448,"7502009745027",6.000,52.940
1478,"7502009745027",3.000,54.000
1501,"7502009745027",7.000,54.190
1572,"7502009745027",2.000,52.930
1575,"7502009745027",1.000,52.930
1576,"7502009745027",3.000,52.930
1588,"7502009745027",3.000,56.400
1589,"7502009745027",8.000,56.400
1590,"7502009745027",6.000,56.400
1601,"7502009745027",13.000,53.890
1616,"7502009745027",28.000,51.740
1650,"7502009745027",30.000,51.490
1692,"7502009745027",210.000,54.220
1696,"7502009745027",6.000,56.400
1710,"7502009745027",5.000,49.400
1720,"7502009745027",7.000,62.650
1729,"7502009745027",43.000,53.890
1741,"7502009745027",18.000,54.190
1748,"7502009745027",4.000,54.190
1749,"7502009745027",2.000,54.190
1788,"7502009745027",72.000,50.560
2013,"7502009745027",50.000,50.850
2063,"7502009745027",4.000,54.190
2076,"7502009745027",1.000,53.890
2078,"7502009745027",3.000,58.290
2119,"7502009745027",9.000,52.930
2135,"7502009745027",6.000,52.943
2136,"7502009745027",1.000,53.890
2138,"7502009745027",9.000,56.400
2139,"7502009745027",6.000,56.400
2147,"7502009745027",2.000,60.770
2150,"7502009745027",340.000,49.290
2154,"7502009745027",6.000,52.930
2243,"7502009745027",1.000,59.220
2269,"7502009745027",3.000,52.943
2277,"7502009745027",8.000,53.890
1182,"7502009745034",10.000,14.471
1238,"7502009745034",11.000,15.910
1283,"7502009745034",1.000,22.050
1291,"7502009745034",20.000,14.471
1366,"7502009745034",30.000,14.470
1409,"7502009745034",1.000,14.820
1445,"7502009745034",1.000,14.470
1527,"7502009745034",1.000,16.280
1575,"7502009745034",2.000,14.470
1588,"7502009745034",2.000,21.000
1616,"7502009745034",20.000,13.780
1692,"7502009745034",200.000,14.820
1750,"7502009745034",4.000,15.590
1824,"7502009745034",21.000,13.790
2063,"7502009745034",9.000,14.810
2075,"7502009745034",8.000,15.400
2119,"7502009745034",8.000,14.470
2138,"7502009745034",2.000,21.000
2150,"7502009745034",140.000,13.370
2220,"7502009745034",260.000,6.490
1170,"7502009745089",1.000,60.850
1283,"7502009745089",1.000,63.630
1291,"7502009745089",1.000,64.280
1448,"7502009745089",6.000,58.180
1477,"7502009745089",6.000,59.630
1601,"7502009745089",6.000,51.840
1616,"7502009745089",9.000,51.840
1741,"7502009745089",2.000,60.600
2063,"7502009745089",1.000,60.600
2119,"7502009745089",1.000,67.760
2138,"7502009745089",1.000,60.600
2139,"7502009745089",2.000,51.840
2150,"7502009745089",70.000,49.190
2241,"7502009745089",2.000,63.630
2243,"7502009745089",2.000,63.630
1170,"7502009745096",2.000,59.710
1238,"7502009745096",2.000,67.410
1477,"7502009745096",2.000,64.200
1478,"7502009745096",3.000,61.740
1601,"7502009745096",1.000,62.943
1616,"7502009745096",1.000,64.200
1692,"7502009745096",40.000,57.110
2150,"7502009745096",10.000,58.570
2154,"7502009745096",4.000,62.940
1616,"7502009745102",3.000,26.980
1710,"7502009745102",5.000,18.170
1729,"7502009745102",10.000,36.580
1575,"7502009745119",1.000,81.190
1616,"7502009745119",4.000,71.770
1692,"7502009745119",24.000,69.880
1748,"7502009745119",1.000,82.800
2013,"7502009745119",100.000,71.140
2277,"7502009745119",4.000,84.170
1170,"7502009745126",1.000,128.000
1182,"7502009745126",10.000,135.533
1183,"7502009745126",3.000,148.820
1238,"7502009745126",15.000,135.500
1265,"7502009745126",144.000,133.000
1291,"7502009745126",10.000,128.000
1325,"7502009745126",2.000,144.000
1366,"7502009745126",10.000,136.800
1448,"7502009745126",4.000,137.570
1477,"7502009745126",7.000,133.000
1575,"7502009745126",1.000,135.530
1576,"7502009745126",1.000,135.500
1588,"7502009745126",2.000,144.000
1589,"7502009745126",2.000,144.000
1590,"7502009745126",1.000,144.000
1601,"7502009745126",8.000,135.533
1616,"7502009745126",23.000,131.900
1650,"7502009745126",35.000,131.690
1692,"7502009745126",220.000,137.700
1710,"7502009745126",2.000,132.410
1729,"7502009745126",8.000,135.533
1749,"7502009745126",4.000,135.500
1788,"7502009745126",10.000,129.440
2013,"7502009745126",200.000,129.790
2074,"7502009745126",1.000,137.700
2089,"7502009745126",2.000,144.000
2096,"7502009745126",60.000,127.110
2097,"7502009745126",70.000,125.220
2119,"7502009745126",4.000,137.700
2136,"7502009745126",1.000,135.500
2150,"7502009745126",140.000,127.420
2277,"7502009745126",5.000,137.700
2314,"7502009745126",4.000,135.500
2331,"7502009745126",27.000,132.410
1097,"7502009745140",1.000,55.290
1170,"7502009745140",2.000,40.514
1182,"7502009745140",10.000,39.390
1183,"7502009745140",18.000,41.948
1238,"7502009745140",1.000,41.948
1265,"7502009745140",270.000,40.820
1291,"7502009745140",15.000,44.010
1320,"7502009745140",5.000,43.750
1366,"7502009745140",50.000,41.490
1415,"7502009745140",1.000,50.150
1448,"7502009745140",12.000,41.290
1527,"7502009745140",3.000,48.020
1588,"7502009745140",2.000,58.200
1589,"7502009745140",6.000,58.200
1601,"7502009745140",1.000,41.500
1616,"7502009745140",15.000,40.040
1650,"7502009745140",25.000,40.290
1692,"7502009745140",80.000,42.120
1729,"7502009745140",8.000,44.010
1741,"7502009745140",24.000,41.490
1750,"7502009745140",2.000,46.560
2063,"7502009745140",1.000,41.490
2076,"7502009745140",1.000,43.020
2096,"7502009745140",130.000,38.150
2135,"7502009745140",3.000,41.940
2136,"7502009745140",1.000,41.960
2150,"7502009745140",140.000,38.880
2278,"7502009745140",2.000,42.120
1291,"7502009745218",15.000,22.500
1325,"7502009745218",3.000,22.500
1448,"7502009745218",4.000,21.330
1501,"7502009745218",3.000,21.390
1527,"7502009745218",3.000,23.250
1601,"7502009745218",5.000,21.200
1616,"7502009745218",3.000,21.200
2136,"7502009745218",4.000,20.830
2139,"7502009745317",1.000,111.600
1283,"7502009745362",1.000,59.850
1320,"7502009745362",4.000,46.130
1501,"7502009745362",5.000,44.090
1588,"7502009745362",1.000,57.000
1589,"7502009745362",1.000,57.000
1601,"7502009745362",3.000,41.920
1616,"7502009745362",7.000,40.040
1710,"7502009745362",3.000,39.500
1741,"7502009745362",4.000,57.000
2063,"7502009745362",2.000,57.000
2136,"7502009745362",8.000,41.180
2150,"7502009745362",160.000,38.040
2220,"7502009745362",310.000,11.880
2241,"7502009745362",1.000,59.850
1170,"7502009745379",3.000,84.094
1291,"7502009745379",10.000,87.040
1590,"7502009745379",5.000,97.800
1601,"7502009745379",3.000,88.620
1616,"7502009745379",25.000,83.850
1788,"7502009745379",10.000,88.620
2074,"7502009745379",1.000,88.620
2076,"7502009745379",2.000,88.620
2136,"7502009745379",3.000,87.040
2138,"7502009745379",2.000,97.800
2150,"7502009745379",260.000,80.440
2220,"7502009745379",130.000,50.110
721,"7502009745386",2.000,70.990
1183,"7502009745386",5.000,70.690
1445,"7502009745386",2.000,71.820
1589,"7502009745386",1.000,67.061
1616,"7502009745386",4.000,68.400
1710,"7502009745386",5.000,62.900
1750,"7502009745386",1.000,68.400
2139,"7502009745386",1.000,68.400
2220,"7502009745386",140.000,33.510
1265,"7502009745393",240.000,18.990
1477,"7502009745393",5.000,22.680
1527,"7502009745393",4.000,22.960
1616,"7502009745393",1.000,19.740
1696,"7502009745393",1.000,42.600
1710,"7502009745393",2.000,19.224
1729,"7502009745393",10.000,20.010
1748,"7502009745393",5.000,41.590
1749,"7502009745393",4.000,22.960
1750,"7502009745393",6.000,41.590
2096,"7502009745393",20.000,24.210
2097,"7502009745393",60.000,35.500
