,super_catalog_id,vendor_id,max_price,precio_minimo_orders,min_price
43389,7501825302896,1152,16.341365196199998,16.8,16.632
43390,7501825302902,1152,117.96972365674999,97.51,96.53490000000001
43391,7501825300069,1152,56.92229331131,56.98,56.410199999999996
43392,7501825301967,1152,11.96624912715,12.39,12.2661
43393,7501825302704,1152,72.29774260751,69.59,68.89410000000001
43394,7501825300052,1152,35.876144949389996,35.0,34.65
43395,7501385494499,1152,65.58163276322,67.896,67.21704
43396,7502001162525,1152,20.4552010143,18.96,18.770400000000002
43397,7502001162518,1152,20.000640991759997,17.61,17.433899999999998
43398,650240007019,1152,100.73121577263001,98.0,97.02
43399,7502216932494,1152,180.61941529710998,330.67,327.36330000000004
43400,7503008344204,1152,83.77523828925999,87.53,86.6547
43401,7500326106972,1152,54.80365337625,48.3,47.817
43402,7501349024427,1152,98.63952489118,84.65,83.8035
43403,7501349024489,1152,95.73037938356,90.71,89.8029
43404,7501349024649,1152,121.73119335453,128.65,127.3635
43405,7502003389982,1152,112.58319704880999,107.43,106.3557
43406,7501573902720,1152,9.9189903771,9.79,9.6921
43407,7502209858046,1152,8.66880542773,8.97,8.8803
43408,7501258214759,1152,61.45272865708,63.63,62.993700000000004
43409,7501125192623,1152,32.58063308177,28.78,28.4922
43410,7501125192340,1152,28.5804855651,25.15,24.8985
43411,7501493867901,1152,118.90154272548,99.9,98.90100000000001
