point_of_sale_id,super_catalog_id,unidades_pedidas,precio_minimo,geo_zone,vendor_id,name,base_price,percentage,precio_vendedor,precio_total_vendedor,status,valor_total_vendedor
1097,7501122900795,1.0,1048.26,Baja California Sur,1159,México,916.4,0.0,916.4,916.4,,916.4
1101,7501318608191,1.0,2137.54,Baja California Sur,1153,México,900.0,0.0,900.0,900.0,,900.0
1097,7501318685499,1.0,2414.85,Baja California Sur,1153,México,900.0,0.0,900.0,900.0,,900.0
1097,7501328977980,2.0,464.66,Baja California Sur,1156,México,449.34,0.0,449.34,898.68,,898.68
1097,7501064550652,3.0,287.6,Baja California Sur,1152,México,286.7,0.0,286.7,860.0999999999999,1.0,860.0999999999999
1101,7501298214436,2.0,680.78,Baja California Sur,1152,México,426.9294,0.0,426.9294,853.8588,1.0,853.8588
1097,7501201400352,1.0,1010.24,Baja California Sur,1159,México,812.348,0.0,812.348,812.348,,812.348
1101,7501094916640,1.0,866.14,Baja California Sur,1159,México,801.618,0.0,801.618,801.618,,801.618
1098,7501098602587,1.0,798.28,Baja California Sur,1275,México,784.0,0.0,784.0,784.0,,784.0
1097,7501072340382,2.0,390.38,Baja California Sur,1156,México,381.32,0.0,381.32,762.64,,762.64
1097,7502216808379,4.0,292.04,Baja California Sur,1152,México,188.24,0.0,188.24,752.96,1.0,752.96
1097,7501314704057,2.0,371.35,Baja California Sur,1156,México,365.7,0.0,365.7,731.4,,731.4
1097,7501318673205,3.0,294.92,Baja California Sur,1164,México,235.0,0.0,235.0,705.0,,705.0
1101,7501070636531,1.0,764.94,Baja California Sur,1159,México,699.1088,0.0,699.1088,699.1088,,699.1088
1101,3662042004100,1.0,714.65,Baja California Sur,1159,México,697.508,0.0,697.508,697.508,,697.508
1101,7501108767893,1.0,1519.9,Baja California Sur,1153,México,680.0,0.0,680.0,680.0,,680.0
1097,7501298219509,2.0,449.21,Baja California Sur,1159,México,339.5204,0.0,339.5204,679.0408,,679.0408
1101,7501124103279,3.0,271.03,Baja California Sur,1164,México,225.0,0.0,225.0,675.0,,675.0
1101,7501299306635,5.0,155.61,Baja California Sur,1164,México,135.0,0.0,135.0,675.0,,675.0
1101,7501165002791,1.0,676.6,Baja California Sur,1156,México,655.93,0.0,655.93,655.93,,655.93
1101,7501037946154,1.0,651.33,Baja California Sur,1156,México,646.4,0.0,646.4,646.4,,646.4
1097,7501123011704,2.0,335.88,Baja California Sur,1159,México,322.0972,0.0,322.0972,644.1944,,644.1944
1097,7501300420640,1.0,892.14,Baja California Sur,1152,México,643.95,0.0,643.95,643.95,1.0,643.95
1101,7501298223421,1.0,788.06,Baja California Sur,1159,México,633.36,0.0,633.36,633.36,,633.36
1097,4019338606071,1.0,647.06,Baja California Sur,1156,México,630.28,0.0,630.28,630.28,,630.28
1101,7501299368152,14.0,46.55,Baja California Sur,1159,México,44.66,0.0,44.66,625.24,,625.24
1097,7501122960317,2.0,335.02,Baja California Sur,1159,México,309.2328,0.0,309.2328,618.4656,,618.4656
1097,7501124182878,1.0,669.98,Baja California Sur,1159,México,590.7532,0.0,590.7532,590.7532,,590.7532
1097,3662042003059,1.0,604.45,Baja California Sur,1159,México,584.6052,0.0,584.6052,584.6052,,584.6052
1097,7501328978383,1.0,605.73,Baja California Sur,1156,México,583.63,0.0,583.63,583.63,,583.63
1097,7501070635770,1.0,609.18,Baja California Sur,1159,México,578.1672,0.0,578.1672,578.1672,,578.1672
