Unnamed: 0,super_catalog_id,vendor_id,max_price,precio_minimo_orders,min_price
44515,7502227876572,1358,21.847312,18.87,18.494487
44516,7502227875568,1358,56.131424,52.59,51.543459000000006
44517,7501075719253,1358,26.63548,22.79,22.336479
44518,7501075719260,1358,46.669092,39.59,38.802159
44519,7502009740527,1358,201.714532,16.32,15.995232
44520,7502009746352,1358,201.714532,186.44,182.729844
44521,7501349027329,1358,8.519208,7.56,7.409556
44522,7501342803418,1358,11.265668,10.32,10.114631999999999
44523,7501349029668,1358,20.354896,17.46,17.112546
44524,7501349029712,1358,20.354896,20.187,19.785278700000003
44525,7502004401454,1358,32.118036,27.44,26.893944
44526,7502004401409,1358,34.636488,32.36,31.716036
44527,7502004401508,1358,40.585424,34.72,34.029072
44528,780083139766,1358,73.36675600000001,62.528,61.283692800000004
44529,780083139759,1358,31.755296,25.92,25.404192
44531,7501590211225,1358,42.59604,34.72,34.029072
44532,7501590282829,1358,60.909228000000006,45.47,44.565147
44533,7502001163782,1358,28.884468,23.16,22.699116
44534,7502216802919,1358,6.570776,5.62,5.508162
44535,7501109760886,1358,11.8998,12.02,6.2896006799999995
44536,7502216803862,1358,6.353132,6.0,5.8806
44537,7501349025929,1358,16.758588000000003,14.33,14.044833
44538,7501349027848,1358,23.360456,20.54,20.131254
44539,7502216790865,1358,26.06546,24.707,24.2153307
44540,7503001007083,1358,23.76,24.0,18.97140564
44541,7502227424995,1358,17.919356,14.11,13.829210999999999
44542,7501349028937,1358,14.14686,12.39,12.143438999999999
44543,7501471888829,1358,23.256816,20.25,19.847025
44544,780083142506,1358,8.881948,7.2,7.05672
44545,7501258203609,1358,65.427932,60.13,58.933413
44546,7502208892294,1358,14.45778,12.77,12.515877
44547,7502208892287,1358,19.463592,15.12,14.819112
44548,7501836003256,1358,20.551812,17.37,17.024337
44549,7501825301875,1358,33.83846,27.117,26.5773717
44550,7501349029460,1358,40.917072,35.29,34.587729
44551,7502001164833,1358,36.616012,30.98,30.363498
44552,785118753771,1358,29.703224,23.32,22.855932
44553,7501573901105,1358,11.493676,9.55,9.359955
44554,7501573900375,1358,8.529572,7.31,7.164530999999998
44555,7503027446248,1358,119.838932,92.32,90.482832
44556,7502009744334,1358,28.9674,29.26,9.2856258
44557,7502009746383,1358,9.37942,8.24,8.076024
44558,7502003381672,1358,54.006804,42.0,41.1642
44559,7501573900153,1358,8.757579999999999,7.4,7.252739999999999
44560,7501573909903,1358,9.182504,8.53,8.360252999999998
44561,7501825301820,1358,40.347052,34.59,33.901659
