"point_of_sale_id","address"
1151,"México Lindo 150, MZ 011, Benito Juárez, 57000 Cdad. Nezahualcóyotl, Méx., México"
1152,"Av, Montiel, Tepeyac Insurgentes, Ciudad de México, CDMX, México"
1153,"Raíz del Agua, INFONAVIT Iztacalco, México, CDMX, México"
1154,"Camino a Vanegas 256-local 6, Puerta Real Residencial Desarrollo Urbana 08, El preblito, Qro., México"
1155,"Roble 1916, La Lima, Lázaro Cárdenas, 59620 Zamora de Hidalgo, Mich., México"
1156,"La Libertad, 59626 Zamora de Hidalgo, Mich., México"
1157,"Lázaro Cárdenas, Centro, 59711 Ario de Rayón, Mich., México"
1158,"De Los Insurgentes 17, El Esfuerzo, 92810 Túxpam de Rodríguez Cano, Ver., México"
1159,"25 de Mayo 535, Carlos Spegazzini, Provincia de Buenos Aires, Argentina"
1160,"Chapultenango 70, Cuchilla de Padierna, Ciudad de México, CDMX, México"
1161,"Av. Pantaleón Gómez 319, Formosa, Argentina"
1162,"Libramiento Sur Poniente 9, Ampliación Terán, Tuxtla Gutiérrez, Chis., México"
1163,"Calle 8 Sur, La Inmaculada, Palmarito Tochapan, Pue., México"
1164,"Rivadavia 191, Las Acequias, Córdoba, Argentina"
1165,"Avenida Eugenia 1606, Narvarte Poniente, Ciudad de México, CDMX, México"
1166,"Villa de las Flores, San Francisco Coacalco, Méx., México"
1167,"Avenida de la Juventud 101, Antiguo Nogalar, San Nicolás de los Garza, N.L., México"
1168,"Calle Muitle 143, Victoria de las Democracias, Ciudad de México, CDMX, México"
1169,"Entabladero, Entabladero, Veracruz, México"
1170,"Calle Manuel Doblado 62, Centro, Progreso de Obregón, Hgo., México"
1171,"Av. José López Portillo, Coacalco, San Francisco Coacalco, Méx., México"
1172,"Lavalle 995, Pilar, Provincia de Buenos Aires, Argentina"
1173,"Larráinzar, Chis., México"
1174,"Colinas del Sur, Santa María Acuitlapilco, Tlax., México"
1175,"Calle Río Hondo, El Molinito, Naucalpan de Juárez, Méx., México"
1176,"Farmacias Digsa Progreso, Calle Aquiles Serdán, Centro, Progreso de Obregón, Hgo., México"
1177,"Serapio Venegas 707, Heriberto Kehoe, Ciudad Madero, Tamps., México"
1178,"Cofradia de San Miguel, Cuautitlán Izcalli, Méx., México"
1179,"Abasolo 750, Centro, Ascensión, Chihuahua, México"
1180,"Melchor Ocampo Poniente 7a, Centro, Zitácuaro, Mich., México"
1181,"Fray Servando Teresa de Mier 308B, La Merced, Centro, CDMX, México"
1182,"Lirios 1, MZ 002, El Gavillero, Nicolás Romero, Méx., México"
1183,"FARMACIAS MAZAL, Avenida Stim, Lomas del Chamizal, Ciudad de México, CDMX, México"
1184,"Atizapán de Zaragoza, Méx., México"
1185,"Zaragoza 28, Jesús María, Jal., México"
1186,"Calle Jesus Maria 229, Jalisco II Sección, Tonalá, Jalisco, México"
1187,"Av. Dr. Belisario Domínguez, El Porvenir, El Porvenir de Velasco Suárez, Chis., México"
1188,"Yecapixtla, Centro, 62820 Yecapixtla, Morelos, México"
1189,"Porfirio Díaz, Chontla, Ver., México"
1190,"Calle Tlahuicole Privada 112, San Sebastián, Centro, 90800 Santa Ana Chiautempan, Tlax., México"
1191,"Calle 52 no. 535, Centro, Mérida, Yuc., México"
1192,"Calle Tlacoquemecatl 21, Tlacoquemecatl del Valle, Mexico City, CDMX, Mexico"
1193,"C. de Téllez, 17, Retiro, 28007 Madrid, España"
1194,"Yimmo Tu Super, Tu Farmacia, CARRETERA A CUAUTLA, GUADALUPE VICTORIA, Zacualpan de Amilpas, Mor., México"
1195,"Avenida General Juan M. Banderas 55, Guadalupe, Culiacán Rosales, Sin., México"
1196,"FARMACIA DE LA CRUZ, Francisco I. Madero, Zona Centro, Ciudad Valles, S.L.P., México"
1197,"Ignacio Zaragoza, Centro, Tepetlán, Ver., México"
1198,"Xcan Yucatán, Calle 16, X-can, X-Can, Yuc., México"
1199,"Xcan Yucatán, Calle 16, X-can, X-Can, Yuc., México"
1200,"Popolnáh, Yucatán, México"
1201,"Río Lagartos, Yuc., México"
1202,"Agua Azul Cancun, Villa Lázaro Cárdenas, Q.R., México"
1203,"San Francisco, Quintana Roo, México"
1204,"Calle 25, Mayapán, Yucatán, México"
1205,"Ignacio Zaragoza 32, Barrio de Texcalpan, 62540 Tlayacapan, Morelos, México"
1206,"Av. Gral. Lázaro Cárdenas 525, Porfirio Díaz, 34260 Durango, Dgo., México"
1207,"General Roca 775, Cinco Saltos, Río Negro, Argentina"
1208,"General San Martín 320, Centenario, Neuquén, Argentina"
1209,"Andres Molina E. 455, Ampliación Sinatel, Ciudad de México, CDMX, México"
1210,"Calle 21 145, Pro Hogar, Ciudad de México, CDMX, México"
1211,"Avenida Jesús H. Preciado 189, San Anton, Cuernavaca, Mor., México"
1212,"Central de Abastos de Tecámac, Tecámac de Felipe Villanueva, Méx., México"
1213,"Prolongación Gómez Palacio 1024, Fátima, Durango, Dgo., México"
1214,"34700 Guadalupe Victoria, Dgo., México"
1215,"Avenida Cuauhtémoc 130, Santa Cruz Atoyac, Ciudad de México, CDMX, México"
1216,"Prolongación Álvaro Obregón 1155, Guadalupe, Culiacán Rosales, Sin., México"
1217,"Boulevard Padre Kino 10780-interior 5a, Zona Urbana Rio Tijuana, Tijuana, B.C., México"
1218,"Farmacias Guadiana, Del Guadiana, Lomas del Parque, 34100 Durango, Dgo., México"
1219,"Aquiles Serdán & Gustavo A. Madero, Zona Centro, Francisco I. Madero, Dgo., México"
1220,"Avenida General Juan M. Banderas 55, Guadalupe, Culiacán Rosales, Sin., México"
1221,"Centeno 44, Granjas Esmeralda, Mexico City, CDMX, Mexico"
1222,"Av. la Vista 1, 37893 La Vista, Gto., México"
1223,"Jade 7, Bellavista, San Miguel de Allende, Gto., México"
1224,"Av. San Isidro n 19, San Isidro Ixhuatepec, Tlalnepantla, Méx., México"
1225,"Cipreces MZ, 2da Ampliación Santiago Acahualtepec, Ciudad de México, CDMX, México"
1226,"Puerto de Mazatlán & Calle Tampico, Jaltepec, Méx., México"
1227,"Avenida de la Piedra 5d, Ignacio Lopez Rayon, Ciudad López Mateos, Méx., México"
1228,"Matamoros 14, II Demarcación, Tepatepec, Hgo., México"
1229,"Av. S. Martín 2802, CSQ, CABA, Argentina"
1230,"Los Heroes Chalco III, San Martín Cuautlalpan, Méx., México"
1231,"Privada Francisco Javier Mina 2, Tlalnepantla Centro, Tlalnepantla, Méx., México"
1232,"Av. Independencia Ote. 1101, Reforma y FFCC Nacionales, Toluca de Lerdo, Méx., México"
1233,"Calzada Azcapotzalco - La Villa 1257, Montevideo, Ciudad de México, CDMX, México"
1234,"Dr. Marco Acuña 2050, Curuzú Cuatiá, Corrientes, Argentina"
1235,"Avenida Monterrey 302, Tamaulipas, Tampico, Tamps., México"
1236,"Calle Juan Ruiz de Alarcón 15, Guadalajara, Jal., México"
1237,"Farmacía Aschly Distribuido, Calle Ignacio Zaragoza MZ 028, Hueypoxtla, Méx., México"
1238,"Avenida Joaquín Claro Tapia 12, Centro, 6ta Demarcación, Mixquiahuala, Hgo., México"
1239,"Rio Pilon 2007, Bernardo Reyes, Monterrey, Nuevo León, México"
1240,"Conexión Oncológica Farmacia de Alta Especialidad y Oncología, Paseo de los Leones, Paseo de Cumbres 3ER Sector, Monterrey, N.L., México"
1241,"Tercera Avenida Norte Oriente 356, Terán, Tuxtla Gutiérrez, Chis., México"
1242,"Av. Ecónomos 6870, Rinconada del Parque, Zapopan, Jal., México"
1243,"Mariano Escobedo, Zona Centro, Zaragoza, Coah., México"
1244,"Farmacias Digsa, Independencia, Tlaxcoapan, Hgo., México"
1245,"Farmacia DIGSA Tezontepec, Juan Aldama, Centro, Tezontepec de Aldama, Hgo., México"
1246,"Cdis Farmacias, San Miguel, Tetela del Volcán, Mor., México"
1247,"Hospital Comunitario De Ocuituco, Calle San Nicolás, Ocuituco, Mor., México"
1248,"Hipólito Yrigoyen 1898, Pérez, Santa Fe, Argentina"
1249,"Pharmai, Avenida Afganistán, Prados de Los Pinos 2o Sector, Ciudad Apodaca, N.L., México"
1250,"Coyoacán 104, Unidad Modelo, Monterrey, Nuevo León, México"
1251,"Avenida Félix Galván 400, La Estancia 4to Sector, San Nicolás de los Garza, Nuevo León, México"
1252,"Río San Juan 400, Río, Guadalupe, Nuevo León, México"
1253,"Agami 5646, Valle Verde, Monterrey, Nuevo León, México"
1254,"Av. Solidaridad 8572, Loma Linda, Monterrey, Nuevo León, México"
1255,"Corregidora 4420, Guadalupe Victoria, Guadalupe, Nuevo León, México"
1256,"Ruperto Martínez 1149, Centro, Monterrey, Nuevo León, México"
1257,"Av. Cristóbal Colón 2936, Acero, Monterrey, Nuevo León, México"
1258,"Calle Responsabilidad 1059, Insurgentes, Torreón, Coah., México"
1259,"Escuadrón 201 103b, Zona Centro, Francisco I. Madero, Durango, México"
1260,"Avenida Solidaridad 602, Félix Ireta, Morelia, Mich., México"
1261,"Colchones Culiacán, Martiniano Carvajal, Centro Sinaloa, Tierra Blanca, Culiacán Rosales, Sin., México"
1262,"Alfonso G. Calderón 1-2, Culiacán Rosales, Sin., México"
1263,"Las Aguilas, 57900 Ciudad Nezahualcóyotl, Méx., México"
1264,"Calle 55 93, Miami, Ciudad del Carmen, Camp., México"
1265,"Calle Oriente 243-A, Agrícola Oriental, Ciudad de México, CDMX, México"
1266,"Justo Sierra 45, Colonia Centro, Ciudad de Lázaro Cárdenas, Pue., México"
1267,"Boulevard Prados de Aragón 78, Prados de Aragon, Ciudad Nezahualcóyotl, State of Mexico, Mexico"
1268,"Hda. de Jajalpa 88, Impulsora Popular Avicola, 57130 Cdad. Nezahualcóyotl, Méx., Mexico"
1269,"Calle Hacienda de la Noria 37, Impulsora Popular Avicola, 57130 Cdad. Nezahualcóyotl, Méx., Mexico"
1270,"Av. México 22, MZ 009, Vergel de Guadalupe, 57150 Cdad. Nezahualcóyotl, Méx., Mexico"
1271,"Blvd. del Lago, Los Angeles, Tepexpan, State of Mexico, Mexico"
1272,"Farmacia Divina Providencia, 16 de Septiembre MZ 012, San Miguel, Metepec, Méx., México"
1273,"Jaime Nuño 13, Tlacateco, 54605 Tepotzotlán, Méx., México"
1274,"Huejotzingo, Pue., México"
1275,"Chiautzingo, Pue., México"
1276,"Calle Hacienda La Calera 3118, San José Río Verde, Guadalajara, Jal., México"
1277,"Avenida Eduardo Madero 1180, Buenos Aires, Argentina"
1278,"Calzada de Tlalpan 448, Viaducto Piedad, Ciudad de México, CDMX, México"
1279,"Avenida Stim 64, Lomas del Chamizal, Ciudad de México, CDMX, México"
1280,"Fuentes Brotantes 38, Portales Oriente, Ciudad de México, CDMX, México"
1281,"Calle 3, Nombre de Dios, Chihuahua, Chih., México"
1282,"División del Norte 1, Calyequita, Ciudad de México, CDMX, México"
1283,"Calle 29 202a, Teabo, Yuc., México"
1284,"FARMATOTAL, Amado Nervo, Tierra Blanca, Culiacán, Sinaloa, Mexico"
1285,"Calle Cuauhtémoc 19, Capitán Antonio Reyes, Huejutla de Reyes, Hgo., México"
1286,"San Salvador Huixcolotla, Pue., México"
1287,"Calle Alicia Grovet 1316, Doctor Valentín Gómez Farias, Guadalajara, Jal., México"
1288,"Alfonso G. Calderón 1-2, Culiacán Rosales, Sin., Mexico"
1289,"Cerrada Quintín Arauz 219, Primero de Mayo, Villahermosa, Tab., México"
1290,"FARMACIA VALENCIA, Area de comercio Frente a las Paletas Michoacana, Fraccionamiento Los Héroes San Pablo MZ 028, Los Héroes San Pablo, Méx., México"
1291,"Calle Ferrocarril Norte, Centro, Progreso de Obregón, Hgo., México"
1292,"Avenida Juárez 12, Centro, III Demarcación, Tepatepec, Hidalgo, México"
1293,"Avenida Afganistán 537, Prados de La Cieneguita, Ciudad Apodaca, N.L., México"
1294,"Calle 99-A Poniente 105, Arboledas de Loma Bella, Heroica Puebla de Zaragoza, Pue., México"
1295,"Hacienda Santa Monica, Bruno Martinez, Santiago Papasquiaro, Dgo., México"
1296,"Santo Domingo Tehuantepec, Oaxaca, México"
1297,"Lateral Carretera Al Ingenio 815, Marquez, Ciudad Valles, San Luis Potosí, México"
1298,"Santa María Huatulco, Oaxaca, Mexico"
1299,"Calle Del Hospital 4, Chapingo, 70900 San Pedro Pochutla, Oaxaca, Mexico"
1300,"Avenida Andrómeda 1133, Residencial Los Ebanos Norte 2o Sector, Ciudad Apodaca, N.L., México"
1301,"Calle 31 de Mayo, Colonia Nueva Instalacion Campo 3, Nuevo Ideal, Dgo., México"
1302,"ESQUINA COLON, Avenida Juarez SN, Colonia Centro, Centro, Ciudad de México, CDMX, México"
1303,"Avenida Hidalgo 307, Centro, Coatzacoalcos, Ver., México"
1304,"Calle Oyameles 106, Morelia, Michoacán, México"
1305,"Ecatepec, Méx., México"
1306,"Independencia 506, José Revueltas, Durango, Dgo., México"
1307,"Calle Ermita 1611, Chapalita Sur, 45040 Zapopan, Jal., México"
1308,"Mario de La Cueva, Ciudad Universitaria, Ciudad de México, CDMX, México"
1309,"Alfalfares 25, Coapa, Granjas Coapa, Ciudad de México, CDMX, México"
1310,"Av. Nezahualcóyotl 612, MZ 027, Virgencitas, Ciudad Nezahualcóyotl, Méx., México"
1311,"Farmacia verdux, Canal de Sales MZ 015, Ciudad Lago, Ciudad Nezahualcóyotl, Méx., México"
1312,"Calle 28 123, Centro, Ciudad del Carmen, Camp., México"
1313,"Puerto Morelos, Quintana Roo, México"
1314,"5 de Mayo 53, Centro, Teocelo, Veracruz, México"
1315,"Cedritos, Bogota, Colombia"
1316,"Avenida D 943 A, Seattle, Zapopan, Jal., México"
1317,"Av Vicente Guerrero 148, Centro, Juárez, Chih., México"
1318,"Calzada Madero y Carranza 49070, Ciudad Guzmán, Jal., México"
1319,"Avenida Zaragoza & Calle 6ta, Comercial, San Luis Río Colorado, Son., México"
1320,"Avenida Libertad 15a, Cuauhtémoc, San Luis Río Colorado, Son., México"
1321,"Avenida Libertad 34a, Cuauhtémoc, San Luis Río Colorado, Son., México"
1322,"Avenida Tlaxcala & Calle 7, Sonora, San Luis Río Colorado, Son., México"
1323,"Avenida Sinaloa & Calle 42, Progreso, San Luis Río Colorado, Son., México"
1324,"Carrera 69b #5a-59, Nueva Marsella, Bogotá, Colombia"
1325,"Farmacia Juquilita, Calle Juárez, Centro, Agua Blanca de Iturbide, Hidalgo, México"
1326,"Xicoténcatl 22, La Calavera, Tecalitlán, Jal., México"
1327,"SIMAS Farmacia Héroes 5 de Mayo, Boulevard Héroes del 5 de Mayo, Barrio de Analco, Heroica Puebla de Zaragoza, Pue., México"
1328,"Esteban Chavero número 43, Ojo de Agua, 13450 Ciudad de México, CDMX, México"
1329,"El Espinal Oaxaca, Melchor Ocampo, 3ra, Asunción Ixtaltepec, Oax., México"
1330,"Super Farmacia y Abarrotes Sánchez, 5 de Mayo, Centro, Teocelo, Ver., México"
1331,"Panuco 103, Bellavista, Salamanca, Gto., México"
1332,"Playa & Carr. Transpeninsular, Cuauhtémoc, Santa Rosalía, B.C.S., México"
1333,"Chiapa de Corzo, Chis., México"
1334,"Terán, Tuxtla Gutiérrez, Chis., México"
1335,"Calle Morelos 3, San Francisco, Tlapa de Comonfort, Gro., México"
1336,"Avenida México, Col Centro, San Martín Texmelucan de Labastida, Pue., México"
1337,"Calle Central Norte, El Bajial, Villa Flores, Chiapas, México"
1338,"9a. Sur Ote., Santa Cruz, 29090 Tuxtla Gutiérrez, Chis., México"
1339,"30370 Jaltenango de la Paz, Chis., México"
1340,"C. Central Sur 13, Centro, 30520 Villa Corzo, Chis., México"
1341,"Calle Cuauhtémoc, Raudales Malpaso, Chis., México"
1342,"Octava Avenida Nte. 55B, Los Naranjos, Centro, Tapachula de Córdova y Ordóñez, Chis., México"
1343,"Calle Av Central Nte, Barrio del Carmen, 30640 Huixtla, Chis., México"
1344,"Av Central Nte 202, San Juan, 30620 San Juan, Chis., México"
1345,"Av. Álvaro Obregón Sur 22, Centro, 30600 Escuintla, Chis., México"
1346,"Telcel Distribuidor Autorizado, La Unidad, Cacahoatán, Chis., México"
1347,"esquivar Farmacias, Centro, 30840 Cdad. Hidalgo, Chis., México"
1348,"C. 16 de Septiembre, Nicatán, 30500 Tonalá, Chis., México"
1349,"Segunda Avenida Nte. Pte. 5a, Centro, 30540 Pijijiapan, Chis., México"
1350,"FARMACIAS ESQUIVAR, San Jose, 30650 Mazatán, Chis., México"
1351,"Central Pte. 54, Sta Cecilia, 30580 Acapetahua, Chis., México"
1352,"Viajes A Tijuana "" Barrios Tours "", Negrete, Esquipulas, 30640 Huixtla, Chis., México"
1353,"TRF Transporte Rápidos de la Frontera Motozintla-Frontera Comalapa, 4a. Ote. Sur 159, Centro, 30900 Motozintla de Mendoza, Chis., México"
1354,"SUPER WILLYS VILLA LAS ROSAS, Primera Avenida Pte. Sur 9, Centro, 30350 Las Rosas, Chis., México"
1355,"Vacunación COVID-19 - H. Ayuntamiento Municipal de Comitán, Central Ote., Centro, 30000 Comitán de Domínguez, Chis., México"
1356,"Primera Avenida Pte. Sur, Centro, 30140 Frontera Comalapa, Chis., México"
1357,"Alimentos Fortachón, Calle Sur Pte 20, La Pileta, 30029 11va, Chis., México"
1358,"esquivar Farmacias, Central Ote. 549, Las Palmas, 29140 Ocozocoautla de Espinosa, Chis., México"
1359,"Tercera Avenida Sur Pte. 155, Centro, 30120 Chicomuselo, Chis., México"
1360,"Morelos 103, Zona Centro, Jalpa, Zac., México"
1361,"Avenida 20 de Noviembre 17, Huichapan, Ciudad de México, CDMX, México"
1362,"Av Hermenegildo Galeana 127, Xaltocan, Ciudad de México, CDMX, México"
1363,"Calle 75 #80c-03, Bogota, Colombia"
1364,"Cabo San Lucas, B.C.S., México"
1365,"Calle México 31, Felipe Carrillo Puerto, Tlaxcala, México"
1366,"Avenida Lila Downs, San Bartolo, Tlaxiaco, Oax., México"
1367,"Calle 74 #77a -35, Engativá, Cundinamarca, Colombia"
1368,"Calle 6, Agrícola Pantitlán, Ciudad de México, CDMX, México"
1369,"Ahuehuetitla, Hgo., México"
1370,"Andador Oriente 2516-interior c, Ignacio Allende, Culiacán Rosales, Sin., México"
1371,"Carrera 36a #19 Sur-37, Villavicencio Sur, Villavicencio, Meta, Colombia"
1372,"Carrera 9 #12-16, Girardot, Cundinamarca, Colombia"
1373,"Doctor Miguel Dorantes 18, Centro, Naolinco de Victoria, Ver., México"
1374,"Portal Hidalgo 21, Centro, Acatzingo de Hidalgo, Pue., México"
1375,"Farmacia Santa María GIDAVI, San Juan Acozac, Los Reyes de Juárez, Pue., México"
1376,"Eucalipto 2, Casa Blanca, Pue., México"
1377,"Avenida Rodolfo Sánchez Taboada 303, San José, Acatzingo de Hidalgo, Pue., México"
1378,"Montes Himalaya 703, Jardines de la Concepción II, Aguascalientes, Ags., México"
1379,"Farmacia Mayoreo Abastos, Felipe Angeles, Resurrección, Celaya, Gto., México"
1380,"Av. Juárez, La Candelaria, Acala, Chis., México"
1381,"Avenida Rodolfo Sánchez Taboada 303, San José, Acatzingo de Hidalgo, Pue., México"
1382,"Calle 76b Sur #14-47, Bogotá, Colombia"
1383,"Corregidora 118, Miguel Hidalgo 1ra Sección, Ciudad de México, CDMX, México"
1384,"Calle Los Pinos 9, Revolucion II, Hermosillo, Son., México"
1385,"Flor del Bosque, Casa Blanca, Puebla, México"
1386,"Av. Constituyentes 120, El Carrizal, Santiago de Querétaro, Qro., México"
1387,"México 229, MZ 033, San Juan de las Huertas, Méx., México"
1388,"Av Ocoyoacac n 92, MZ 016, San Pedro Cholula, Méx., México"
1389,"Jorge El Ranchero Aguilar 12, Primera Sección, Santa Anita Huiloac, Tlaxcala, Mexico"
1390,"Av Soto y Gama, Colonia del Carmen, Valle de Chalco Solidaridad, Méx., México"
1391,"Camino a La Cantera 75, San Juan Tepeximilpa, Ciudad de México, CDMX, México"
1392,"Calzada Manuel Ávila Camacho 1903, Navarro, Torreón, Coah., México"
1393,"Avenida Escobedo 1150, Tercero de Cobián Centro, Torreón, Coah., México"
1394,"Cra 20A #6-93, Yumbo, Valle del Cauca, Colombia"
1395,"Flores Magón 1445, Doctores, Ciudad Victoria, Tamaulipas, Mexico"
1396,"Avenida Eduardo Madero 1170, Buenos Aires, Argentina"
1397,"Av. Arquitectura 353, Miravalle, 44990 Guadalajara, Jal., México"
1398,"Concepción del Oro, Zacatecas, Mexico"
1399,"Calle 3 #4-44, Campohermoso, Boyacá, Colombia"
1400,"Doctor Jorge Jiménez Cantú, Isidro Fabela, Atlacomulco, Méx., México"
1401,"Carrera 88 & Calle 67, Bogotá, Colombia"
1402,"Carrera 24 #2b, Bogotá, Colombia"
1403,"Cda. Juan de Dios Peza, Atlacomulco de Fabela, Méx., México"
1404,"Calle Vasco de Quiroga 109-1, Centro, Salamanca, Gto., México"
1405,"Cra 69 #19a-28, Alferez Real, Bogota, Colombia"
1406,"Avenida Eduardo Madero 1170, Buenos Aires, Argentina"
1407,"Boulevard Adolfo López Mateos 2801, El Rosario, León, Guanajuato, México"
1408,"Medicine Farma, Cerrada Candelaria MZ 018, San Diego, Texcoco de Mora, Méx., México"
1409,"Calle 9 Poniente 200A, El Santuario, Tepeaca, Pue., México"
1410,"Avenida Eduardo Madero 1170, Buenos Aires, Argentina"
1411,"Carrera 8 #1-69, Bogotá, Colombia"
1412,"Bosques del Valle, Coacalco, Méx., México"
1413,"Luis Beltrán 114, San Isidro O Tierra Blanca, Miahuatlán de Porfirio Díaz, Oaxaca, Mexico"
1414,"Avellaneda 1955, Colomos Providencia, Guadalajara, Jalisco, México"
1415,"5 de Febrero 91, La Orilla, Valle de Juárez, Jalisco, México"
1416,"FARMACIA SANTA MARIA, 43710 Santa María Asunción, Hgo., México"
1417,"C. Alfonso Herrera 84, San Rafael, Ciudad de México, CDMX, México"
1418,"Calle Melchor Ocampo 8, Centro, Zacatlán, Pue., México"
1419,"Cra. 11 #45-07, Soacha, Cundinamarca, Colombia"
1420,"Calle 25 #37-18, Bogotá, Colombia"
1421,"Rafael de La Vega 131, Poblado Ocolusen, Morelia, Mich., México"
1422,"Avenida Fray Luis de León 7072, Centro Sur, Santiago de Querétaro, Querétaro, México"
1423,"Calle López Mateos 403, Norte, Santa Inés Tecuexcomac, Tlax., México"
1424,"Carrera 12 #27 06, Manizales, Caldas, Colombia"
1425,"Calle Mariano Azueta 1712a, La Florida, Monterrey, N.L., México"
1426,"Calle Nieto 729-int 1, Barrio de San Marcos, Aguascalientes, Ags., México"
1427,"Calle 8 #21-40, Dosquebradas, Risaralda, Colombia"
1428,"Calle Carlos Gonzalez 93, San Andrés, Guadalajara, Jal., México"
1429,"Carrera 99 #14-78, Bogotá, Colombia"
1430,"Av. Manuel Ávila Camacho 2, Zona Centro, Centro, Xalapa-Enríquez, Ver., México"
1431,"Del Refugio 8b, Zona Centro, Jerez de García Salinas, Zac., México"
1432,"Carrera 58 #97a-2, Bogotá, Colombia"
1433,"Carrera 78 #42a Sur-33, Bogotá, Colombia"
1434,"Calle 67 Sur #87l-2, Bogotá, Colombia"
1435,"Avenida Bromo 9219, Villas Universidad Oriente, Torreón, Coahuila de Zaragoza, México"
1436,"Carrera 9 #8-18, Zipaquirá, Cundinamarca, Colombia"
1437,"Avenida 16 de Septiembre 29, Centro, 2da Demarcación, Mixquiahuala, Hgo., México"
1438,"Calle Juan Ruiz de Alarcón 15, Guadalajara, Jal., México"
1439,"Javier Sorondo 283, Villa de Cortés, De Cortés, CDMX, México"
1440,"Álvaro Obregón 48, Centro, Pátzcuaro, Michoacán, México"
1441,"Calle 62 Sur #86g-21, Bogotá, Colombia"
1442,"Carrera 87c #70 Sur-17, Bogotá, Colombia"
1443,"Avenida Lázaro Cárdenas 439, Ventura Puente, Morelia, Mich., México"
1444,"Carrera 87c #74-15, Bogotá, Colombia"
1445,"Av. Morelos Sur 1050, Ventura Puente, Morelia, Michoacán, México"
1446,"Carr. Transpeninsular no 1010, Rosaritoshores, Rosarito, Baja California, México"
1447,"C. Dr. Emilio García Sur 4, Centro, Zitácuaro, Mich., México"
1448,"Constitución 66, Alhuey, Sin., México"
1449,"Juan Ruiz de Alarcón, Juristas, Chilpancingo de los Bravo, Gro., México"
1450,"R. Argentina, 780-892 - Jardim Girassol, Americana - SP, Brasil"
1451,"Rua Gerôncio Thives, 1079 - Barreiros, São José - Santa Catarina, Brasil"
1452,"Calle 48 #101-40, Cali, Valle del Cauca, Colombia"
1453,"Av. Revolución 545, San Pedro de los Pinos, Ciudad de México, CDMX, México"
1454,"Boulevard Magnocentro, Bosque de las Palmas, Naucalpan de Juárez, Méx., México"
1455,"Drogueria Unionsalud 2, Eduardo Santos, Calle 19 #1-09, La Unión, Nariño, Colombia"
1456,"Carrera 5 #13-72, Chía, Cundinamarca, Colombia"
1457,"Calle 23 #16-15, Bogotá, Colombia"
1458,"Reforma Laboral, San Lorenzo la Cebada, Ciudad de México, CDMX, México"
1459,"Cl. 70C #106a-90, Bogotá, Colombia"
1460,"Prolongación Benito Juárez 239, Martínez de la Torre, Veracruz, México"
1461,"Avenida Panamericana 194, Centro, Pedro Escobedo, Qro., México"
1462,"Calle 22 Sur #16-20, Bogotá, Colombia"
1463,"Jesús Merino 115, Los Reyes de Juárez, Pue., México"
1464,"Carrera 11a, Fusagasugá, Cundinamarca, Colombia"
1465,"Calle Westman 252, Carlos Pacheco, Ensenada, B.C., México"
1466,"Cra. 6 #80, Bogotá, Colombia"
1467,"Calle 5 #6-02, Arbeláez, Cundinamarca, Colombia"
1468,"Colonia Ojo de Agua 1, Colonia Ojo de Agua, San Martín Texmelucan de Labastida, Pue., México"
1469,"Calle Laguna del Volcán 601, MZ 023, El Seminario Primera Sección, Toluca de Lerdo, Méx., México"
1470,"Cra. 11 #144-63, Usaquén, Cundinamarca, Colombia"
1471,"Carrera 1a Este #15a-9, Soacha, Cundinamarca, Colombia"
1472,"Calle 13 Sur #10, San Cristóbal, Bogotá, Colombia"
1473,"Carrera 21 #52A-12, Teusaquillo, Cundinamarca, Colombia"
1474,"Carrera 51 #54-4, Villa Paula, Itagüi, Antioquia, Colombia"
1475,"Calle 105 Oriente 1412a, Granjas de San Isidro, Heroica Puebla de Zaragoza, Pue., México"
1476,"Abasolo 1, Margarita Concepción, Mazatán, Chis., México"
1477,"Av Corregidora 188-mz 017, Copalera, Chimalhuacán, Estado de México, México"
1478,"Calle Francisco I. Madero 337, Niños Heroes, Santiago de Querétaro, Querétaro, México"
1479,"Santandercito, San Antonio Del Tequendama, Cundinamarca, Colombia"
1480,"Avenida Santa María del Pueblito 404, Santuarios del Cerrito, Santuarios Residencial, El Pueblito, Qro., México"
1481,"Carrera 8 #39a Sur-8, Bogotá, Colombia"
1482,"El Pozón, Provincia de Cartagena, Bolívar, Colombia"
1483,"Calle 10 #11-15, Florencia, Caquetá, Colombia"
1484,"Revolución 24, San Mateo Mozoquilpan, Villa Cuauhtémoc, Méx., México"
1485,"Transversal 12a #39A-39, Soacha, Cundinamarca, Colombia"
1486,"Farmacias Brío, Avenida Universidad, Canutillo, Pachuca de Soto, Hgo., México"
1487,"Calle 16 de Septiembre 5115, Gabriel Pastor 2da Sección, Heroica Puebla de Zaragoza, Pue., México"
1488,"MainPlace Mall, North Main Street, Santa Ana, CA, USA"
1489,"Avenida Circuito Puerta del Sol 327, Valle de Santiago, Santiago de Querétaro, Qro., México"
1490,"Calle 5 de Mayo 515, Centro, Libres, Puebla, México"
1491,"Álvaro Obregón, 74260 Atlixco, Pue., México"
1492,"Avenida de los Maestros, Tejupilco, Tejupilco de Hidalgo, Estado de México, México"
1493,"Carrera 14 #16-52, Chía, Cundinamarca, Colombia"
1494,"Miami, FL, USA"
1495,"Calle Madero 214, Víctor Rosales, Ario de Rosales, Mich., México"
